latitude,longitude,animal_type,vehicle_type,Region,District,DS_Division,rain,water_distance,NDVI,distance_to_forest
7.990290064,80.27060964,Elephant,Train,North western,Kurunegala,Galgamuwa,1537.662842,36.77913924,0.24096,3910.575864
8.062402775,80.62438247,Elephant,Train,Anuradhapura,Anuradhapura,Kekirawa,1604.914795,1983.321623,-0.01694,1052.5062
8.091681756,80.79558347,Elephant,Train,Polonnaruwa,Polonnaruwa,Higuraggoda,1662.249023,3561.740997,0,3575.912918
9.055996036,80.48339468,Elephant,Train,Vavuniyawa,Vavuniyawa,Vavuniya North,2053.791016,7341.649448,-0.01769,2686.905786
9.055996036,80.48339468,Elephant,Train,Vavuniyawa,Vavuniyawa,Vavuniya North,2053.791016,7341.649448,-0.01769,2686.905786
7.94255,81.238967,Elephant,Train,Polonnaruwa,Polonnaruwa,Velikanda,2052.664795,1316.953391,-0.01694,14267.29435
7.951562786,80.45609147,Elephant,Train,North western,Anuradhapura,Galneva,1666.299927,1795.238067,-0.01769,16798.06855
8.065476958,80.68710372,Elephant,Train,Anuradhapura,Anuradhapura,Palugasvewa,1582.181885,1325.014353,-0.01694,7209.212748
7.942549717,81.23854103,Elephant,Train,Polonnaruwa,Polonnaruwa,Velikanda,2052.664795,1280.339941,-0.01694,14220.55379
8.064226778,80.89994047,Elephant,Train,Polonnaruwa,Polonnaruwa,Higuraggoda,1768.063354,3207.25699,-0.01694,5060.201337
8.064226778,80.89994047,Elephant,Train,Polonnaruwa,Polonnaruwa,Higuraggoda,1768.063354,3207.25699,-0.01694,5060.201337
8.739081108,80.21361294,Elephant,Train,Vavuniyawa,Vavuniyawa,Settikulam,1537.395386,2897.438019,0,19146.20203
8.05554769,80.77773495,Elephant,Train,Polonnaruwa,Polonnaruwa,Higuraggoda,1662.249023,881.3377034,0,6404.999701
8.085288795,80.79107353,Elephant,Train,Polonnaruwa,Polonnaruwa,Higuraggoda,1662.249023,4169.246701,0,4008.234992
8.120092116,79.8625799,Elephant,Train,Puttalama,Puttalama,Wanathawilluwa,1535.222778,377.7155934,0.21739,12999.8285
8.13218042,80.87590522,Elephant,Train,Polonnaruwa,Polonnaruwa,Higuraggoda,1752.172363,1797.340114,0,12049.53136
8.13218042,80.87590522,Elephant,Train,Polonnaruwa,Polonnaruwa,Higuraggoda,1752.172363,1797.340114,0,12049.53136
8.13218042,80.87590522,Elephant,Train,Polonnaruwa,Polonnaruwa,Higuraggoda,1752.172363,1797.340114,0,12049.53136
8.13218042,80.87590522,Elephant,Train,Polonnaruwa,Polonnaruwa,Higuraggoda,1752.172363,1797.340114,0,12049.53136
8.13218042,80.87590522,Elephant,Train,Polonnaruwa,Polonnaruwa,Higuraggoda,1752.172363,1797.340114,0,12049.53136
8.13218042,80.87590522,Elephant,Train,Polonnaruwa,Polonnaruwa,Higuraggoda,1752.172363,1797.340114,0,12049.53136
8.13218042,80.87590522,Elephant,Train,Polonnaruwa,Polonnaruwa,Higuraggoda,1752.172363,1797.340114,0,12049.53136
7.911509,81.081745,Elephant,Train,Polonnaruwa,Polonnaruwa,Thamankaduwa,1955.622559,1209.77225,-0.01694,5748.169797
7.952078746,80.4567895,Elephant,Train,North western,Anuradhapura,Galnewa,1666.299927,1780.188826,-0.01769,16847.88437
8.057980141,80.78022098,Elephant,Train,Polonnaruwa,Polonnaruwa,Higuraggoda,1662.249023,1128.364426,0,6031.880888
7.905529612,81.05809991,Elephant,Train,Polonnaruwa,Polonnaruwa,Thamankaduwa,1955.622559,3434.139096,-0.01769,7936.969467
8.055547195,80.75067049,Elephant,Train,Anuradhapura,Anuradhapura,Palugaswewa,1662.249023,5927.473219,0,20705.49047
8.138672789,80.83281997,Elephant,Train,Polonnaruwa,Polonnaruwa,Higuraggoda,1693.969971,3498.297669,0,9927.13917
9.156599698,80.43228674,Elephant,Train,Kilinochchi,Mullaitivu,Oddusudan,1858.011353,388.9989785,-0.01694,10268.49059
8.138042,80.832443,Elephant,Train,Polonnaruwa,Polonnaruwa,Higuraggoda,1693.969971,3578.605527,0,9992.528202
7.96900319,80.26237221,Elephant,Train,North western,Kurunegala,Galgamuwa,1537.662842,265.5832745,-0.0187,2196.05897
7.911182997,81.08105896,Elephant,Train,Polonnaruwa,Polonnaruwa,Thamankaduwa,1955.622559,1237.087629,-0.01694,5819.810594
8.429879047,81.04845715,Elephant,Train,Trincomalee,Trincomalee,Thabalagamuwa,1968.523315,3865.535427,-0.01801,9164.115887
7.98524,80.266797,Elephant,Van,North western,Kurunegala,Galgamuwa,1537.662842,409.0479235,0.14679,3485.795696
8.314196,80.960721,Elephant,Van,Polonnaruwa,Polonnaruwa,Medirigiriya,1951.132446,10413.87665,-0.01694,5529.397251
8.045256,79.92243,Elephant,Van,Putthalama,Putthalama,Karuvalagasvewa,1468.918579,73.50134359,0.17999,2775.024581
8.654301,81.18141,Elephant,car,Trincomallee,Trincomallee,Kuchchaveli,1877.55896,1051.009165,-0.01923,24076.19875
8.72905,80.223679,Elephant,Bus,Vavuniyawa,Vavuniyawa,Settikulam,1537.395386,2803.183161,0,20251.63602
8.102768,80.80435,Elephant,Truck,Polonnaruwa,Polonnaruwa,Higurakgoda,1693.969971,2909.415805,0,3178.354891
8.070942,79.98464,Elephant,Truck,Puththalama,Puththalama,Karuwalagaswewa,1513.574097,172.4443585,1,8581.891651
7.979921,80.265143,Elephant,Truck,North western,Kurunegala,Galgamuwa,1537.662842,785.2427268,0.21739,3397.987321
8.092043,80.795293,Elephant,Van,Polonnaruwa,Polonnaruwa,Hingurakgoda,1662.249023,3514.935374,0,3615.07473
8.059537,80.595068,Elephant,Train,Anuradhapura,Anuradhapura,Kekirawa,1600.834106,1251.578313,0,21602.4125
8.059529,80.59501,Elephant,Train,Anuradhapura,Anuradhapura,Kekirawa,1600.834106,1251.394845,0,21597.97341
